id,created_at,Artist_name,image_url,edition_id
23,2025-12-13 22:03:30.552529,Queens of the Stone Age,https://pwvyxvgwntypsbyuhkwa.supabase.co/storage/v1/object/public/artist-images/artists/5600a382-fcfc-470a-bd27-51ea76e4834e.jpg,2
26,2025-12-13 22:35:35.159516,Greta Van Fleet,https://pwvyxvgwntypsbyuhkwa.supabase.co/storage/v1/object/public/artist-images/artists/5b9dc482-04cb-44cc-ba76-9138b563183f.jpg,2
27,2025-12-13 22:36:54.657706,Metallica,https://pwvyxvgwntypsbyuhkwa.supabase.co/storage/v1/object/public/artist-images/artists/284aee5d-ea25-403a-a30d-4f19fb9a8be1.avif,2
28,2025-12-16 13:12:15.836921,Stromae,https://pwvyxvgwntypsbyuhkwa.supabase.co/storage/v1/object/public/artist-images/artists/47f2f4f3-a762-405b-aca2-ddbb04c72a99.webp,2
37,2025-12-17 09:46:04.819237,David Guetta,https://pwvyxvgwntypsbyuhkwa.supabase.co/storage/v1/object/public/artist-images/artists/3db61623-0f7c-4bda-a469-b5e7bca817b9.webp,1
38,2025-12-17 09:46:04.933545,Kanye West,https://pwvyxvgwntypsbyuhkwa.supabase.co/storage/v1/object/public/artist-images/artists/9c08a4d8-dacc-4894-a467-c772d35ec6cf.webp,1
40,2025-12-17 09:46:05.243763,dEUS,https://pwvyxvgwntypsbyuhkwa.supabase.co/storage/v1/object/public/artist-images/artists/b94a9672-8de9-46c9-a6a5-e94bbaeffd62.jpg,1
42,2025-12-17 09:46:05.549495,Florence + The Machine,https://pwvyxvgwntypsbyuhkwa.supabase.co/storage/v1/object/public/artist-images/artists/4669e11c-b81a-4415-801e-09ed79d13746.jpg,1
44,2025-12-17 09:46:05.856809,Black Box Revelation,https://pwvyxvgwntypsbyuhkwa.supabase.co/storage/v1/object/public/artist-images/artists/e5182a82-5c4f-4244-b918-eb6451c66274.jpg,1
51,2025-12-17 10:21:39.444084,Warhaus,https://pwvyxvgwntypsbyuhkwa.supabase.co/storage/v1/object/public/artist-images/artists/9bf56428-a620-486c-a944-1ca00791f448.webp,2
72,2025-12-17 11:18:15.356077,Metallica,https://pwvyxvgwntypsbyuhkwa.supabase.co/storage/v1/object/public/artist-images/artists/4ebbc10e-e9e8-422a-8548-ae026eba5857.avif,1
74,2025-12-17 11:18:15.64588,Queens of the Stone Age,https://pwvyxvgwntypsbyuhkwa.supabase.co/storage/v1/object/public/artist-images/artists/a544e9ad-b702-4722-a47f-ee9421f06ecf.jpg,1
77,2025-12-17 12:39:56.765158,J. Bernardt,https://pwvyxvgwntypsbyuhkwa.supabase.co/storage/v1/object/public/artist-images/artists/34d87c84-38a3-44a4-ab7e-b6e9216bae6f.webp,1
78,2025-12-17 12:41:35.631359,Meau,https://pwvyxvgwntypsbyuhkwa.supabase.co/storage/v1/object/public/artist-images/artists/0c98ff3b-605a-476d-a806-61254992e775.jpg,1
79,2025-12-17 12:41:35.74494,Pommelien Thijs,https://pwvyxvgwntypsbyuhkwa.supabase.co/storage/v1/object/public/artist-images/artists/e88f5d2d-f968-46cc-ba6c-564c5499eb8a.avif,1
80,2025-12-17 12:41:35.894686,Stromae,https://pwvyxvgwntypsbyuhkwa.supabase.co/storage/v1/object/public/artist-images/artists/b34b30e0-8286-4e6e-8759-5656fdc4b7a9.webp,1
82,2025-12-17 13:21:11.685408,The Cure,https://pwvyxvgwntypsbyuhkwa.supabase.co/storage/v1/object/public/artist-images/artists/ffb71335-ed82-4981-a176-d93a5b2de313.webp,1
83,2025-12-17 13:29:45.355153,Red Hot Chili Peppers,https://pwvyxvgwntypsbyuhkwa.supabase.co/storage/v1/object/public/artist-images/artists/ce86a522-f4a9-474b-b0b7-333413ba7784.jpg,1
84,2025-12-17 13:29:45.454408,Warhaus,https://pwvyxvgwntypsbyuhkwa.supabase.co/storage/v1/object/public/artist-images/artists/12c0bdfb-e9cf-4b25-a75e-a7a25fa18774.webp,1
85,2025-12-17 13:33:52.169545,Bazart,https://pwvyxvgwntypsbyuhkwa.supabase.co/storage/v1/object/public/artist-images/artists/4bd87ead-6d59-4120-9e46-d9519e8c154e.jpg,1
88,2025-12-17 13:38:34.749151,Imagine Dragons,https://pwvyxvgwntypsbyuhkwa.supabase.co/storage/v1/object/public/artist-images/artists/591a2a8a-40fa-4695-8879-b2bafe85bd27.webp,1
93,2025-12-17 13:38:35.585563,Greta Van Fleet,https://pwvyxvgwntypsbyuhkwa.supabase.co/storage/v1/object/public/artist-images/artists/dd899772-fad8-4f3f-bffc-2338bb8ce949.jpg,1
96,2025-12-17 13:50:18.018253,Dua Lipa,images/artist_images/dua_lipa.jpg,2
97,2025-12-17 13:52:58.268412,Bart Peters,https://pwvyxvgwntypsbyuhkwa.supabase.co/storage/v1/object/public/artist-images/artists/0fc0574f-692f-493d-9a66-9da15b003ab2.jpg,1
105,2025-12-18 21:10:37.502035,Willy Sommers,https://pwvyxvgwntypsbyuhkwa.supabase.co/storage/v1/object/public/artist-images/artists/82eb0c6c-598a-4239-8174-ebf3a43c1a82.jpg,1
106,2025-12-18 21:23:15.125784,Coely,https://pwvyxvgwntypsbyuhkwa.supabase.co/storage/v1/object/public/artist-images/artists/456682aa-4b5d-4ae0-b5a4-d1ec0e460f02.jpg,1
108,2025-12-19 12:30:04.640216,Novastar,https://pwvyxvgwntypsbyuhkwa.supabase.co/storage/v1/object/public/artist-images/artists/ce39fc17-c555-4db2-9c84-56d8795c341c.jpeg,1
109,2025-12-19 13:29:18.78293,Berre,https://pwvyxvgwntypsbyuhkwa.supabase.co/storage/v1/object/public/artist-images/artists/4355750a-d10c-4aa0-8af0-14b2a3af2d61.jpg,1
110,2025-12-19 13:49:24.007242,Angèle,https://pwvyxvgwntypsbyuhkwa.supabase.co/storage/v1/object/public/artist-images/artists/6b776370-683b-4876-8dd1-91c9f2ff5278.webp,1
111,2025-12-19 14:23:04.156472,J. Bernardt,https://pwvyxvgwntypsbyuhkwa.supabase.co/storage/v1/object/public/artist-images/artists/63064680-f0a7-4a29-b70b-a77bffd9c3bb.webp,2
114,2025-12-19 14:31:51.275068,Willy Sommers,https://pwvyxvgwntypsbyuhkwa.supabase.co/storage/v1/object/public/artist-images/artists/3d38c780-c8ce-49de-a3de-9416b36400f2.webp,2
